# 20241120_131910
# primespec:	data/spectra_real_sigmamasses_p5GeV_consteps_20241119_171318/spec_20241120_123654/spectr.txt
# qmax:	5
# ma:	0.782
# mb:	0.28
# mc:	0.28
# B:	1
# Q:	1
# [DEBUG] pabc:	0.272912
# [DEBUG] Eabc:	0.391
p,finalspecRe,finalspecIm
0,inf,0
0.0100503,153.873,0
0.0201005,153.452,0
0.0301508,153.249,0
0.040201,153.063,0
0.0502513,152.705,0
0.0603015,152.453,0
0.0703518,151.927,0
0.080402,151.347,0
0.0904523,150.648,0
0.100503,150.1,0
0.110553,149.719,0
0.120603,149.645,0
0.130653,149.978,0
0.140704,150.929,0
0.150754,152.489,0
0.160804,155.132,0
0.170854,158.855,0
0.180905,164.05,0
0.190955,170.648,0
0.201005,179.064,0
0.211055,191.015,0
0.221106,207.358,0
0.231156,226.394,0
0.241206,243.232,0
0.251256,250.179,0
0.261307,239.897,0
0.271357,210.674,0
0.281407,167.978,0
0.291457,122.463,0
0.301508,83.5369,0
0.311558,55.4192,0
0.321608,37.914,0
0.331658,27.8384,0
0.341709,22.7374,0
0.351759,20.1073,0
0.361809,18.4397,0
0.371859,17.0858,0
0.38191,16.0041,0
0.39196,15.2242,0
0.40201,14.6402,0
0.41206,14.1181,0
0.422111,13.6434,0
0.432161,13.2093,0
0.442211,12.7614,0
0.452261,12.2719,0
0.462312,11.7888,0
0.472362,11.3301,0
0.482412,10.8449,0
0.492462,10.3333,0
0.502513,9.84108,0
0.512563,9.37372,0
0.522613,8.89303,0
0.532663,8.39092,0
0.542714,7.92322,0
0.552764,7.48271,0
0.562814,7.03768,0
0.572864,6.58836,0
0.582915,6.17154,0
0.592965,5.79395,0
0.603015,5.4201,0
0.613065,5.05133,0
0.623116,4.72246,0
0.633166,4.43181,0
0.643216,4.1499,0
0.653266,3.87337,0
0.663317,3.63039,0
0.673367,3.41267,0
0.683417,3.19963,0
0.693467,2.98624,0
0.703518,2.79685,0
0.713568,2.62586,0
0.723618,2.45308,0
0.733668,2.2838,0
0.743719,2.13641,0
0.753769,2.00571,0
0.763819,1.87676,0
0.773869,1.75311,0
0.78392,1.64791,0
0.79397,1.55467,0
0.80402,1.46155,0
0.81407,1.37096,0
0.824121,1.29283,0
0.834171,1.22028,0
0.844221,1.14495,0
0.854271,1.07188,0
0.864322,1.07608,0
0.874372,0.951149,0
0.884422,0.892747,0
0.894472,0.838182,0
0.904523,0.793375,0
0.914573,0.752449,0
0.924623,0.710338,0
0.934673,0.670789,0
0.944724,0.63723,0
0.954774,0.604806,0
0.964824,0.569938,0
0.974874,0.536662,0
0.984925,0.508969,0
0.994975,0.48226,0
1.00503,0.454642,0
1.01508,0.429711,0
1.02513,0.409965,0
1.03518,0.391142,0
1.04523,0.370936,0
1.05528,0.352901,0
1.06533,0.337203,0
1.07538,0.321129,0
1.08543,0.30355,0
1.09548,0.287431,0
1.10553,0.274477,0
1.11558,0.260818,0
1.12563,0.247292,0
1.13568,0.235706,0
1.14573,0.226546,0
1.15578,0.217167,0
1.16583,0.20682,0
1.17588,0.19799,0
1.18593,0.190373,0
1.19598,0.181799,0
1.20603,0.171998,0
1.21608,0.164334,0
1.22613,0.157444,0
1.23618,0.149962,0
1.24623,0.142721,0
1.25628,0.13766,0
1.26633,0.132434,0
1.27638,0.127139,0
1.28643,0.122013,0
1.29648,0.117358,0
1.30653,0.113043,0
1.31658,0.10794,0
1.32663,0.102648,0
1.33668,0.0985545,0
1.34673,0.0946437,0
1.35678,0.0910627,0
1.36683,0.0870795,0
1.37688,0.084408,0
1.38693,0.0817943,0
1.39698,0.0787975,0
1.40704,0.0754425,0
1.41709,0.0731019,0
1.42714,0.0701394,0
1.43719,0.0670773,0
1.44724,0.0640498,0
1.45729,0.0618267,0
1.46734,0.0599043,0
1.47739,0.0576668,0
1.48744,0.0557342,0
1.49749,0.0541941,0
1.50754,0.0526957,0
1.51759,0.0507976,0
1.52764,0.0489395,0
1.53769,0.0472326,0
1.54774,0.0455191,0
1.55779,0.0434057,0
1.56784,0.0419953,0
1.57789,0.0409685,0
1.58794,0.039782,0
1.59799,0.0382049,0
1.60804,0.037035,0
1.61809,0.0362498,0
1.62814,0.0348556,0
1.63819,0.0336073,0
1.64824,0.0325676,0
1.65829,0.0314715,0
1.66834,0.0302849,0
1.67839,0.0292516,0
1.68844,0.0284081,0
1.69849,0.0277563,0
1.70854,0.0269244,0
1.71859,0.0262014,0
1.72864,0.0255241,0
1.73869,0.0249139,0
1.74874,0.023981,0
1.75879,0.0230518,0
1.76884,0.0222959,0
1.77889,0.0215184,0
1.78894,0.0209442,0
1.79899,0.0203391,0
1.80905,0.0198786,0
1.8191,0.0195737,0
1.82915,0.0189521,0
1.8392,0.0183517,0
1.84925,0.0179118,0
1.8593,0.017362,0
1.86935,0.0167191,0
1.8794,0.0162008,0
1.88945,0.0159669,0
1.8995,0.0152652,0
1.90955,0.0148717,0
1.9196,0.0146431,0
1.92965,0.0143857,0
1.9397,0.0139472,0
1.94975,0.0135604,0
1.9598,0.0131688,0
1.96985,0.0127879,0
1.9799,0.0123398,0
1.98995,0.0118287,0
2,0.011732,0
