# 20241009_163853
# primespec:	data/decay_convtest/spec_20241009_154507_2GeV/spectr.txt
# qmax:	1.99199
p,finalspecRe,finalspecIm
0,146.168,0
0.0100503,146.081,0
0.0201005,146.414,0
0.0301508,146.84,0
0.040201,147.35,0
0.0502513,148.143,0
0.0603015,148.771,0
0.0703518,149.726,0
0.080402,150.486,0
0.0904523,151.337,0
0.100503,152.252,0
0.110553,152.97,0
0.120603,153.706,0
0.130653,154.628,0
0.140704,155.598,0
0.150754,156.795,0
0.160804,158.444,0
0.170854,160.692,0
0.180905,164.09,0
0.190955,168.753,0
0.201005,175.117,0
0.211055,183.205,0
0.221106,193.421,0
0.231156,205.87,0
0.241206,223.236,0
0.251256,246.448,0
0.261307,269.983,0
0.271357,284.095,0
0.281407,279.327,0
0.291457,251.81,0
0.301508,206.057,0
0.311558,152.963,0
0.321608,104.463,0
0.331658,67.0579,0
0.341709,42.1084,0
0.351759,27.5561,0
0.361809,20.0253,0
0.371859,16.1991,0
0.38191,13.8267,0
0.39196,11.9961,0
0.40201,10.6223,0
0.41206,9.70102,0
0.422111,9.05731,0
0.432161,8.55,0
0.442211,8.16892,0
0.452261,7.89357,0
0.462312,7.65004,0
0.472362,7.39325,0
0.482412,7.14821,0
0.492462,6.92262,0
0.502513,6.68008,0
0.512563,6.40539,0
0.522613,6.13289,0
0.532663,5.88203,0
0.542714,5.62213,0
0.552764,5.33643,0
0.562814,5.05614,0
0.572864,4.80839,0
0.582915,4.57288,0
0.592965,4.32793,0
0.603015,4.08624,0
0.613065,3.87625,0
0.623116,3.68819,0
0.633166,3.49465,0
0.643216,3.29794,0
0.653266,3.12065,0
0.663317,2.96262,0
0.673367,2.80325,0
0.683417,2.63504,0
0.693467,2.47759,0
0.703518,2.34131,0
0.713568,2.2107,0
0.723618,2.07667,0
0.733668,1.94843,0
0.743719,1.84144,0
0.753769,1.74603,0
0.763819,1.64996,0
0.773869,1.55494,0
0.78392,1.47249,0
0.79397,1.4004,0
0.80402,1.32682,0
0.81407,1.24962,0
0.824121,1.17799,0
0.834171,1.11702,0
0.844221,1.05667,0
0.854271,0.993776,0
0.864322,0.934596,0
0.874372,0.885866,0
0.884422,0.842566,0
0.894472,0.798316,0
0.904523,0.755055,0
0.914573,0.71807,0
0.924623,0.686107,0
0.934673,0.652437,0
0.944724,0.616778,0
0.954774,0.583543,0
0.964824,0.555178,0
0.974874,0.526983,0
0.984925,0.496856,0
0.994975,0.468818,0
1.00503,0.446361,0
1.01508,0.426132,0
1.02513,0.405403,0
1.03518,0.384753,0
1.04523,0.367507,0
1.05528,0.352595,0
1.06533,0.336374,0
1.07538,0.318837,0
1.08543,0.302718,0
1.09548,0.288951,0
1.10553,0.275032,0
1.11558,0.260045,0
1.12563,0.24579,0
1.13568,0.234983,0
1.14573,0.225288,0
1.15578,0.215494,0
1.16583,0.205006,0
1.17588,0.196449,0
1.18593,0.189059,0
1.19598,0.180548,0
1.20603,0.170955,0
1.21608,0.162301,0
1.22613,0.155188,0
1.23618,0.148035,0
1.24623,0.140095,0
1.25628,0.132781,0
1.26633,0.127297,0
1.27638,0.122753,0
1.28643,0.117402,0
1.29648,0.112325,0
1.30653,0.107725,0
1.31658,0.103942,0
1.32663,0.0991683,0
1.33668,0.0937187,0
1.34673,0.0886241,0
1.35678,0.0848581,0
1.36683,0.0809539,0
1.37688,0.0767322,0
1.38693,0.07272,0
1.39698,0.0699075,0
1.40704,0.0674804,0
1.41709,0.064706,0
1.42714,0.0617871,0
1.43719,0.0591294,0
1.44724,0.0569429,0
1.45729,0.0540957,0
1.46734,0.0509836,0
1.47739,0.0480907,0
1.48744,0.0458525,0
1.49749,0.0439008,0
1.50754,0.0414406,0
1.51759,0.0394277,0
1.52764,0.0377155,0
1.53769,0.0366176,0
1.54774,0.0349984,0
1.55779,0.0330408,0
1.56784,0.0316234,0
1.57789,0.0299665,0
1.58794,0.0284157,0
1.59799,0.0263352,0
1.60804,0.0245312,0
1.61809,0.0232534,0
1.62814,0.0222906,0
1.63819,0.0212793,0
1.64824,0.0198872,0
1.65829,0.0188787,0
1.66834,0.0182528,0
1.67839,0.0174568,0
1.68844,0.0162506,0
1.69849,0.014936,0
1.70854,0.01428,0
1.71859,0.0132168,0
1.72864,0.0121185,0
1.73869,0.0110047,0
1.74874,0.0105134,0
1.75879,0.00987046,0
1.76884,0.00924295,0
1.77889,0.0084904,0
1.78894,0.00800101,0
1.79899,0.00729706,0
1.80905,0.00670236,0
1.8191,0.00576756,0
1.82915,0.00512241,0
1.8392,0.00448607,0
1.84925,0.00418575,0
1.8593,0.00342674,0
1.86935,0.00275647,0
1.8794,0.0024452,0
1.88945,0.00218507,0
1.8995,0.00182523,0
1.90955,0.00133265,0
1.9196,0.000789064,0
1.92965,0.000715914,0
1.9397,0.000306326,0
1.94975,0,0
1.9598,0,0
1.96985,0,0
1.9799,0,0
1.98995,0,0
2,0,0
