# 20241009_165809
# primespec:	data/decay_convtest/spec_20241009_154507_8GeV/spectr.txt
# qmax:	7.998
p,finalspecRe,finalspecIm
0,146.168,0
0.0100503,146.081,0
0.0201005,146.414,0
0.0301508,146.84,0
0.040201,147.35,0
0.0502513,148.173,0
0.0603015,148.885,0
0.0703518,149.883,0
0.080402,150.668,0
0.0904523,151.535,0
0.100503,152.458,0
0.110553,153.172,0
0.120603,153.915,0
0.130653,154.83,0
0.140704,155.799,0
0.150754,156.978,0
0.160804,158.626,0
0.170854,160.878,0
0.180905,164.262,0
0.190955,168.919,0
0.201005,175.277,0
0.211055,183.357,0
0.221106,193.556,0
0.231156,206.019,0
0.241206,223.382,0
0.251256,246.586,0
0.261307,270.053,0
0.271357,284.186,0
0.281407,279.405,0
0.291457,251.791,0
0.301508,206.106,0
0.311558,153.067,0
0.321608,104.512,0
0.331658,67.1823,0
0.341709,42.1757,0
0.351759,27.6452,0
0.361809,20.1097,0
0.371859,16.2889,0
0.38191,13.9165,0
0.39196,12.0875,0
0.40201,10.7188,0
0.41206,9.79167,0
0.422111,9.14394,0
0.432161,8.63723,0
0.442211,8.25245,0
0.452261,7.97522,0
0.462312,7.7311,0
0.472362,7.4729,0
0.482412,7.22722,0
0.492462,6.99723,0
0.502513,6.75448,0
0.512563,6.47858,0
0.522613,6.20525,0
0.532663,5.95032,0
0.542714,5.69077,0
0.552764,5.4042,0
0.562814,5.12251,0
0.572864,4.87351,0
0.582915,4.63642,0
0.592965,4.38963,0
0.603015,4.14929,0
0.613065,3.93758,0
0.623116,3.74755,0
0.633166,3.55452,0
0.643216,3.35665,0
0.653266,3.17794,0
0.663317,3.0197,0
0.673367,2.85882,0
0.683417,2.68969,0
0.693467,2.53286,0
0.703518,2.39495,0
0.713568,2.26414,0
0.723618,2.12904,0
0.733668,2.00048,0
0.743719,1.8926,0
0.753769,1.79625,0
0.763819,1.69985,0
0.773869,1.60425,0
0.78392,1.52142,0
0.79397,1.44863,0
0.80402,1.37468,0
0.81407,1.29606,0
0.824121,1.22466,0
0.834171,1.16229,0
0.844221,1.10225,0
0.854271,1.03918,0
0.864322,0.979708,0
0.874372,0.930425,0
0.884422,0.88683,0
0.894472,0.842092,0
0.904523,0.798413,0
0.914573,0.761274,0
0.924623,0.728794,0
0.934673,0.694462,0
0.944724,0.658116,0
0.954774,0.624579,0
0.964824,0.595793,0
0.974874,0.567295,0
0.984925,0.53661,0
0.994975,0.50806,0
1.00503,0.485143,0
1.01508,0.464624,0
1.02513,0.443457,0
1.03518,0.422486,0
1.04523,0.405173,0
1.05528,0.39001,0
1.06533,0.373451,0
1.07538,0.355301,0
1.08543,0.338826,0
1.09548,0.324469,0
1.10553,0.310459,0
1.11558,0.295096,0
1.12563,0.280738,0
1.13568,0.269344,0
1.14573,0.259648,0
1.15578,0.249216,0
1.16583,0.238516,0
1.17588,0.229572,0
1.18593,0.22212,0
1.19598,0.213177,0
1.20603,0.203432,0
1.21608,0.194436,0
1.22613,0.187104,0
1.23618,0.179699,0
1.24623,0.17159,0
1.25628,0.164094,0
1.26633,0.15847,0
1.27638,0.153463,0
1.28643,0.14796,0
1.29648,0.14219,0
1.30653,0.137768,0
1.31658,0.133621,0
1.32663,0.128628,0
1.33668,0.122886,0
1.34673,0.117624,0
1.35678,0.113664,0
1.36683,0.109468,0
1.37688,0.104943,0
1.38693,0.1007,0
1.39698,0.0977134,0
1.40704,0.0953172,0
1.41709,0.0922696,0
1.42714,0.0889303,0
1.43719,0.0862199,0
1.44724,0.0837503,0
1.45729,0.0808041,0
1.46734,0.0774636,0
1.47739,0.0744841,0
1.48744,0.0720302,0
1.49749,0.0699308,0
1.50754,0.067591,0
1.51759,0.0651229,0
1.52764,0.063676,0
1.53769,0.0621623,0
1.54774,0.060377,0
1.55779,0.0581769,0
1.56784,0.0564068,0
1.57789,0.054844,0
1.58794,0.0530018,0
1.59799,0.0507954,0
1.60804,0.0490376,0
1.61809,0.0475634,0
1.62814,0.0464487,0
1.63819,0.045174,0
1.64824,0.043606,0
1.65829,0.0428247,0
1.66834,0.041888,0
1.67839,0.040697,0
1.68844,0.0392605,0
1.69849,0.0380184,0
1.70854,0.0370739,0
1.71859,0.035905,0
1.72864,0.0345878,0
1.73869,0.0333123,0
1.74874,0.0327869,0
1.75879,0.0318564,0
1.76884,0.0311645,0
1.77889,0.0303766,0
1.78894,0.0297601,0
1.79899,0.0292633,0
1.80905,0.0283913,0
1.8191,0.0273469,0
1.82915,0.0263024,0
1.8392,0.0257345,0
1.84925,0.0250189,0
1.8593,0.0242016,0
1.86935,0.0235853,0
1.8794,0.0230878,0
1.88945,0.0227731,0
1.8995,0.0223937,0
1.90955,0.021708,0
1.9196,0.0212703,0
1.92965,0.0208113,0
1.9397,0.0201318,0
1.94975,0.0193844,0
1.9598,0.0187569,0
1.96985,0.018159,0
1.9799,0.0180666,0
1.98995,0.0175599,0
2,0.0171728,0
